review_id,review_text,rating,review_date,review_year,review_month,bank_code,bank_name,user_name,thumbs_up,text_length,source,sentiment_label,clean_text,tokens,tokens_nostop,nouns,tb_polarity,tb_subjectivity,tb_sentiment,vader_compound,vader_sentiment
dbae6c00-6065-42a7-a235-e32b69ebf26d,why doesn't work on xiaomi device?,1,2025-11-11,2025,11,Awash,Awash Bank,Eyob Aragaw,1,34,Google Play,negative,why doesn't work on xiaomi device?,"['why', ""doesn't"", 'work', 'on', 'xiaomi', 'device?']","['work', 'xiaomi', 'device?']",['device'],0.0,0.0,neutral,0.0,neutral
d8114728-1916-4c24-98fa-569494116364,you are good apple,4,2025-11-10,2025,11,Awash,Awash Bank,Biya,0,18,Google Play,positive,you are good apple,"['you', 'are', 'good', 'apple']","['good', 'apple']",['apple'],0.7,0.6000000000000001,positive,0.4404,positive
83512ccb-8e2d-442a-81c2-ebb55bc503cc,the best bank and best app 👌,5,2025-11-09,2025,11,Awash,Awash Bank,Mikiyas Solomon,0,28,Google Play,positive,the best bank and best app 👌,"['the', 'best', 'bank', 'and', 'best', 'app', '👌']","['best', 'bank', 'best', 'app', '👌']","['bank', 'app', '👌']",1.0,0.3,positive,0.8555,positive
9679b11e-6bf4-4fcb-afc2-095c608e8d5a,nice,3,2025-11-09,2025,11,Awash,Awash Bank,Nebil Mahamed,0,4,Google Play,neutral,nice,['nice'],['nice'],[],0.6,1.0,positive,0.4215,positive
724959e7-ba21-4031-8460-c11cef17a642,Good &the best one,5,2025-11-08,2025,11,Awash,Awash Bank,Solomon Tadesse,0,18,Google Play,positive,good &the best one,"['good', '&the', 'best', 'one']","['good', '&the', 'best', 'one']",[],0.85,0.45000000000000007,positive,0.7964,positive
e0117b64-5f13-41cb-aa4c-ef2c1451d5b2,This application is very important to all of worldwide who are using Awash Bank! Awash Bank is the best bank in The Ethiopia NURTURING LIKE THE RIVER🏞,5,2025-11-07,2025,11,Awash,Awash Bank,Amir Imam,2,150,Google Play,positive,this application is very important to all of worldwide who are using awash bank! awash bank is the best bank in the ethiopia nurturing like the river🏞,"['this', 'application', 'is', 'very', 'important', 'to', 'all', 'of', 'worldwide', 'who', 'are', 'using', 'awash', 'bank!', 'awash', 'bank', 'is', 'the', 'best', 'bank', 'in', 'the', 'ethiopia', 'nurturing', 'like', 'the', 'river🏞']","['application', 'important', 'worldwide', 'using', 'awash', 'bank!', 'awash', 'bank', 'best', 'bank', 'ethiopia', 'nurturing', 'like', 'river🏞']","['application', 'bank', 'NURTURING']",0.825,0.65,positive,0.9267,positive
220282ad-2399-4a98-b62b-58bbafa56b95,i frequently get crash report on my galaxy A53 5G phone... so please make an update to solve this problem!!!,1,2025-11-07,2025,11,Awash,Awash Bank,rob md,4,108,Google Play,negative,i frequently get crash report on my galaxy a53 5g phone... so please make an update to solve this problem!!!,"['i', 'frequently', 'get', 'crash', 'report', 'on', 'my', 'galaxy', 'a53', '5g', 'phone...', 'so', 'please', 'make', 'an', 'update', 'to', 'solve', 'this', 'problem!!!']","['frequently', 'get', 'crash', 'report', 'galaxy', 'a53', '5g', 'phone...', 'please', 'make', 'update', 'solve', 'problem!!!']","['crash', 'report', 'galaxy', 'G', 'phone', 'update', 'problem']",0.1953125,0.3,positive,-0.4423,negative
f8f74f87-ed0f-43dd-b9ca-55009707844c,this App Are as of me Smart And very Comfort,5,2025-11-06,2025,11,Awash,Awash Bank,Negewo Abiti,1,44,Google Play,positive,this app are as of me smart and very comfort,"['this', 'app', 'are', 'as', 'of', 'me', 'smart', 'and', 'very', 'comfort']","['app', 'smart', 'comfort']",[],0.20714285714285713,0.4714285714285714,positive,0.6697,positive
36a13cb8-e0b5-4c0f-8da0-dc5a1b98f76f,no response from the customer support.,2,2025-11-05,2025,11,Awash,Awash Bank,Sifan Seifu,2,38,Google Play,negative,no response from the customer support.,"['no', 'response', 'from', 'the', 'customer', 'support.']","['response', 'customer', 'support.']","['response', 'customer', 'support']",0.0,0.0,neutral,0.128,positive
42b225d1-5fdb-4e4a-b3cc-74e8053bb311,wow,5,2025-11-04,2025,11,Awash,Awash Bank,Henok Emiru,0,3,Google Play,positive,wow,['wow'],['wow'],[],0.1,1.0,neutral,0.5859,positive
00538636-530c-4fef-805a-62a1c9b617b9,best,5,2025-11-03,2025,11,Awash,Awash Bank,shegaw alagaw,0,4,Google Play,positive,best,['best'],['best'],[],1.0,0.3,positive,0.6369,positive
e7c0ba85-6104-46bb-85e4-2701f063f2c3,excellent,5,2025-11-01,2025,11,Awash,Awash Bank,Workaferahu Kidane,0,9,Google Play,positive,excellent,['excellent'],['excellent'],[],1.0,1.0,positive,0.5719,positive
7803d577-8e6b-4dfe-b595-16a1d33dd56a,Best app,5,2025-10-30,2025,10,Awash,Awash Bank,Borufan educate,0,8,Google Play,positive,best app,"['best', 'app']","['best', 'app']",['app'],1.0,0.3,positive,0.6369,positive
60641938-2c06-482b-ac6b-4830ef6f8ca5,best of best,5,2025-10-29,2025,10,Awash,Awash Bank,tesfamichael hailu,0,12,Google Play,positive,best of best,"['best', 'of', 'best']","['best', 'best']",[],1.0,0.3,positive,0.8555,positive
d6603de3-36e5-4ea2-86fd-a757363890db,say that,5,2025-10-28,2025,10,Awash,Awash Bank,Siyaana Tube,0,8,Google Play,positive,say that,"['say', 'that']",['say'],[],0.0,0.0,neutral,0.0,neutral
c0356fc3-7187-49d2-8f3c-81834616d4a8,wow,5,2025-10-28,2025,10,Awash,Awash Bank,Mohammed Seid (Mila),0,3,Google Play,positive,wow,['wow'],['wow'],[],0.1,1.0,neutral,0.5859,positive
893dd9af-920a-4c48-82a6-9c2918059a56,best,5,2025-10-25,2025,10,Awash,Awash Bank,Badada Guluma,0,4,Google Play,positive,best,['best'],['best'],[],1.0,0.3,positive,0.6369,positive
2cf5f999-2340-4208-8d85-a524e0f9b1ca,very good app,5,2025-10-25,2025,10,Awash,Awash Bank,muktar abadema,0,13,Google Play,positive,very good app,"['very', 'good', 'app']","['good', 'app']",['app'],0.9099999999999999,0.7800000000000001,positive,0.4927,positive
5929452c-17b2-4e2c-96dc-027e9d8d6c75,"please please updated with the UI 8 interface, it is so not responding as fast as it has to be. please do something🙏🙏🙏",5,2025-10-25,2025,10,Awash,Awash Bank,Thomas Getaneh,78,118,Google Play,positive,"please please updated with the ui 8 interface, it is so not responding as fast as it has to be. please do something🙏🙏🙏","['please', 'please', 'updated', 'with', 'the', 'ui', '8', 'interface,', 'it', 'is', 'so', 'not', 'responding', 'as', 'fast', 'as', 'it', 'has', 'to', 'be.', 'please', 'do', 'something🙏🙏🙏']","['please', 'please', 'updated', 'ui', '8', 'interface,', 'responding', 'fast', 'be.', 'please', 'something🙏🙏🙏']",['interface'],0.2,0.6,positive,0.7096,positive
964e41a2-db03-4a01-864c-d397b6d2a83d,perfect,5,2025-10-25,2025,10,Awash,Awash Bank,Daxilinho Obang Othow,0,7,Google Play,positive,perfect,['perfect'],['perfect'],[],1.0,1.0,positive,0.5719,positive
cd81cb5f-fa24-4663-8332-3a82b49a36d5,very good,5,2025-10-23,2025,10,Awash,Awash Bank,Abebe Hirko,0,9,Google Play,positive,very good,"['very', 'good']",['good'],[],0.9099999999999999,0.7800000000000001,positive,0.4927,positive
ae1017ea-1247-4544-ab96-9921fa7c9251,excellent,5,2025-10-22,2025,10,Awash,Awash Bank,Tamiru Bitew,0,9,Google Play,positive,excellent,['excellent'],['excellent'],[],1.0,1.0,positive,0.5719,positive
0eedaa20-55be-41bf-aa6d-76963b335ae5,good always better way,5,2025-10-21,2025,10,Awash,Awash Bank,mestawot tsegaye,0,22,Google Play,positive,good always better way,"['good', 'always', 'better', 'way']","['good', 'always', 'better', 'way']",['way'],0.6,0.55,positive,0.7003,positive
c3b17c4e-7073-40a9-92be-3346c5ed3bf6,This is the fastest app I have been using for three years.,5,2025-10-21,2025,10,Awash,Awash Bank,Amanuel Wakgari,1,58,Google Play,positive,this is the fastest app i have been using for three years.,"['this', 'is', 'the', 'fastest', 'app', 'i', 'have', 'been', 'using', 'for', 'three', 'years.']","['fastest', 'app', 'using', 'three', 'years.']","['app', 'years']",0.0,0.0,neutral,0.0,neutral
4ac0b609-86f8-444e-ac02-b697ca051d52,it is healp full,5,2025-10-21,2025,10,Awash,Awash Bank,Abay Tadesse,0,16,Google Play,positive,it is healp full,"['it', 'is', 'healp', 'full']","['healp', 'full']",[],0.35,0.55,positive,0.0,neutral
8f4daccf-a1cf-4247-a4fd-3728c9694799,appin kun bay'e dansadha tajajila Issa itti nuf fufu qaba,5,2025-10-20,2025,10,Awash,Awash Bank,Siraj Abdulhakim,0,57,Google Play,positive,appin kun bay'e dansadha tajajila issa itti nuf fufu qaba,"['appin', 'kun', ""bay'e"", 'dansadha', 'tajajila', 'issa', 'itti', 'nuf', 'fufu', 'qaba']","['appin', 'kun', ""bay'e"", 'dansadha', 'tajajila', 'issa', 'itti', 'nuf', 'fufu', 'qaba']","['dansadha', 'qaba']",0.0,0.0,neutral,0.0,neutral
fde863b3-f9a5-4ceb-be08-69f489054954,best app,5,2025-10-20,2025,10,Awash,Awash Bank,Jafar Kama,0,8,Google Play,positive,best app,"['best', 'app']","['best', 'app']",['app'],1.0,0.3,positive,0.6369,positive
7b236dd2-b9ec-4439-b7ad-e3726c956550,good,5,2025-10-20,2025,10,Awash,Awash Bank,Samuel Getachew,0,4,Google Play,positive,good,['good'],['good'],[],0.7,0.6000000000000001,positive,0.4404,positive
0d6d0604-992d-4bf6-89fd-eb20b5b9d133,amezing app simple to use,5,2025-10-20,2025,10,Awash,Awash Bank,Kasim Sherif,0,25,Google Play,positive,amezing app simple to use,"['amezing', 'app', 'simple', 'to', 'use']","['amezing', 'app', 'simple', 'use']",['app'],0.0,0.35714285714285715,neutral,0.0,neutral
fc9e2cca-7cc7-46b6-8524-992c537b0a88,easy and quick 💪💪💪😉 my way,5,2025-10-19,2025,10,Awash,Awash Bank,Fetene Assfaw,0,26,Google Play,positive,easy and quick 💪💪💪😉 my way,"['easy', 'and', 'quick', '💪💪💪😉', 'my', 'way']","['easy', 'quick', '💪💪💪😉', 'way']",['way'],0.3833333333333333,0.6666666666666667,positive,0.4404,positive
b7b17ab8-5cf5-4475-973e-56beb26975a6,"fast, reliable and user friendly app.",5,2025-10-19,2025,10,Awash,Awash Bank,Emanuel Shimelis,97,37,Google Play,positive,"fast, reliable and user friendly app.","['fast,', 'reliable', 'and', 'user', 'friendly', 'app.']","['fast,', 'reliable', 'user', 'friendly', 'app.']","['user', 'app']",0.2875,0.55,positive,0.4939,positive
07567a70-f1b1-4eab-835e-169ad73af8dd,good,5,2025-10-19,2025,10,Awash,Awash Bank,solomon getachew,0,4,Google Play,positive,good,['good'],['good'],[],0.7,0.6000000000000001,positive,0.4404,positive
507e00b3-40e0-43ee-bbf3-3a6aacb578ab,fast,1,2025-10-19,2025,10,Awash,Awash Bank,Fikir Taye,0,4,Google Play,negative,fast,['fast'],['fast'],[],0.2,0.6,positive,0.0,neutral
8814da47-085d-4744-8ee5-e88922bbafeb,this application is very easy to use,5,2025-10-18,2025,10,Awash,Awash Bank,issack mohamed,0,36,Google Play,positive,this application is very easy to use,"['this', 'application', 'is', 'very', 'easy', 'to', 'use']","['application', 'easy', 'use']",['application'],0.5633333333333334,1.0,positive,0.4927,positive
8d0c1037-1f6d-4a35-94c1-536fe21e1e08,nice app,5,2025-10-18,2025,10,Awash,Awash Bank,Leula Beyene,0,8,Google Play,positive,nice app,"['nice', 'app']","['nice', 'app']",['app'],0.6,1.0,positive,0.4215,positive
777eec76-6559-48b9-af99-410703f4bf12,keep it up,5,2025-10-18,2025,10,Awash,Awash Bank,goitom Mesele,0,10,Google Play,positive,keep it up,"['keep', 'it', 'up']",['keep'],[],0.0,0.0,neutral,0.0,neutral
eecdc5c1-9e34-4948-9a94-446a258f7660,Awash birr pro,5,2025-10-18,2025,10,Awash,Awash Bank,sisay solomon,0,14,Google Play,positive,awash birr pro,"['awash', 'birr', 'pro']","['awash', 'birr', 'pro']","['Awash', 'birr']",0.0,0.0,neutral,0.0,neutral
c8d8aa95-cb51-4212-9dfb-d63c29c6c63a,the newly updated app is so slow,1,2025-10-18,2025,10,Awash,Awash Bank,edg beri,0,32,Google Play,negative,the newly updated app is so slow,"['the', 'newly', 'updated', 'app', 'is', 'so', 'slow']","['newly', 'updated', 'app', 'slow']",['app'],-0.08181818181818185,0.42727272727272725,neutral,0.0,neutral
36ea6ff2-e433-4012-979c-e24512ff58b9,እየተለማመዳቹሁ ነው እንዴ ?? check ሳታረጉ እና ሳታረጋግጡ እንደወረደ ነው እንዴ playstore lay ምትለቁት ደሞ እንዳሻሻለ ሰው updste ግዴታ ምረጉት ነገርስ😏😏,1,2025-10-17,2025,10,Awash,Awash Bank,Efa Tamiru,0,110,Google Play,negative,እየተለማመዳቹሁ ነው እንዴ ?? check ሳታረጉ እና ሳታረጋግጡ እንደወረደ ነው እንዴ playstore lay ምትለቁት ደሞ እንዳሻሻለ ሰው updste ግዴታ ምረጉት ነገርስ😏😏,"['እየተለማመዳቹሁ', 'ነው', 'እንዴ', '??', 'check', 'ሳታረጉ', 'እና', 'ሳታረጋግጡ', 'እንደወረደ', 'ነው', 'እንዴ', 'playstore', 'lay', 'ምትለቁት', 'ደሞ', 'እንዳሻሻለ', 'ሰው', 'updste', 'ግዴታ', 'ምረጉት', 'ነገርስ😏😏']","['እየተለማመዳቹሁ', 'ነው', 'እንዴ', '??', 'check', 'ሳታረጉ', 'እና', 'ሳታረጋግጡ', 'እንደወረደ', 'ነው', 'እንዴ', 'playstore', 'lay', 'ምትለቁት', 'ደሞ', 'እንዳሻሻለ', 'ሰው', 'updste', 'ግዴታ', 'ምረጉት', 'ነገርስ😏😏']",['ነገርስ'],0.0,0.0,neutral,0.0,neutral
f2564ae8-6115-4337-af0d-8bed42888603,love this,5,2025-10-17,2025,10,Awash,Awash Bank,Daniel Fessha,0,9,Google Play,positive,love this,"['love', 'this']",['love'],[],0.5,0.6,positive,0.6369,positive
26dbc44e-6288-4f55-8628-49db16c860a6,but I need more compatible app with my device,2,2025-10-17,2025,10,Awash,Awash Bank,Million Girma,0,45,Google Play,negative,but i need more compatible app with my device,"['but', 'i', 'need', 'more', 'compatible', 'app', 'with', 'my', 'device']","['need', 'compatible', 'app', 'device']","['app', 'device']",0.5,0.5,positive,0.0,neutral
5fd509f9-5388-4095-afcb-a221beda8bcd,it's very clear and faster.,5,2025-10-17,2025,10,Awash,Awash Bank,bulcha doni,0,27,Google Play,positive,it's very clear and faster.,"[""it's"", 'very', 'clear', 'and', 'faster.']","['clear', 'faster.']",[],0.13,0.4983333333333333,positive,0.4391,positive
359b8b71-3c3b-49e6-bab7-1c2745ea0020,good and easy to use,4,2025-10-17,2025,10,Awash,Awash Bank,boni naftata,0,20,Google Play,positive,good and easy to use,"['good', 'and', 'easy', 'to', 'use']","['good', 'easy', 'use']",[],0.5666666666666667,0.7166666666666668,positive,0.7003,positive
bfd8b277-118d-4f7b-bcde-0a365620e4ac,I am getting a message that this update is not compatible with my system. I couldn't use the app anymore.,1,2025-10-17,2025,10,Awash,Awash Bank,Thomas Engida,14,105,Google Play,negative,i am getting a message that this update is not compatible with my system. i couldn't use the app anymore.,"['i', 'am', 'getting', 'a', 'message', 'that', 'this', 'update', 'is', 'not', 'compatible', 'with', 'my', 'system.', 'i', ""couldn't"", 'use', 'the', 'app', 'anymore.']","['getting', 'message', 'update', 'compatible', 'system.', 'use', 'app', 'anymore.']","['message', 'update', 'system', 'app']",0.0,0.0,neutral,0.0,neutral
d3fe59a9-ef25-472f-a313-86d9eb40d13d,"Please, update kana hir'isaamee nama nuffisisaa",4,2025-10-17,2025,10,Awash,Awash Bank,Daniel Abebe,1,47,Google Play,positive,"please, update kana hir'isaamee nama nuffisisaa","['please,', 'update', 'kana', ""hir'isaamee"", 'nama', 'nuffisisaa']","['please,', 'update', 'kana', ""hir'isaamee"", 'nama', 'nuffisisaa']",[],0.0,0.0,neutral,0.3182,positive
219fd5ce-45b8-4bbf-9f16-b712cf2ebc8b,"it's better to select who is paying loans on time and not,then it's better to give chance for those who are paying their loans on time specifically.",5,2025-10-16,2025,10,Awash,Awash Bank,Gosaye Mulugeta,194,148,Google Play,positive,"it's better to select who is paying loans on time and not,then it's better to give chance for those who are paying their loans on time specifically.","[""it's"", 'better', 'to', 'select', 'who', 'is', 'paying', 'loans', 'on', 'time', 'and', 'not,then', ""it's"", 'better', 'to', 'give', 'chance', 'for', 'those', 'who', 'are', 'paying', 'their', 'loans', 'on', 'time', 'specifically.']","['better', 'select', 'paying', 'loans', 'time', 'not,then', 'better', 'give', 'chance', 'paying', 'loans', 'time', 'specifically.']","['loans', 'time', 'chance', 'loans', 'time']",0.5,0.5,positive,0.7783,positive
95e7648a-0e36-4e05-8c4a-aeeac739e7e6,App baayye dansaadha Ani maqaa ofii kootiif itti moggaase jira #Haaja-baas jedhetiin waame,5,2025-10-16,2025,10,Awash,Awash Bank,Mahammad Ibrahim,0,90,Google Play,positive,app baayye dansaadha ani maqaa ofii kootiif itti moggaase jira #haaja-baas jedhetiin waame,"['app', 'baayye', 'dansaadha', 'ani', 'maqaa', 'ofii', 'kootiif', 'itti', 'moggaase', 'jira', '#haaja-baas', 'jedhetiin', 'waame']","['app', 'baayye', 'dansaadha', 'ani', 'maqaa', 'ofii', 'kootiif', 'itti', 'moggaase', 'jira', '#haaja-baas', 'jedhetiin', 'waame']","['baas', 'jedhetiin']",0.0,0.0,neutral,0.0,neutral
77ffe8c0-b6ab-45b0-a295-366a55092bbb,"I like the app,like the bank.",5,2025-10-16,2025,10,Awash,Awash Bank,Mathewos Tesfaye,0,29,Google Play,positive,"i like the app,like the bank.","['i', 'like', 'the', 'app,like', 'the', 'bank.']","['like', 'app,like', 'bank.']","['app', 'bank']",0.0,0.0,neutral,0.3612,positive
6028f655-7c25-40c3-b287-6f07848e7b98,I like It,5,2025-10-16,2025,10,Awash,Awash Bank,Sade Joker,0,9,Google Play,positive,i like it,"['i', 'like', 'it']",['like'],[],0.0,0.0,neutral,0.3612,positive
851f9b53-8259-4700-bb29-5288bfaf6906,the app isnt working currently. it takes a pin and unable to open the home page.,1,2025-10-16,2025,10,Awash,Awash Bank,amanuel kebede,1,80,Google Play,negative,the app isnt working currently. it takes a pin and unable to open the home page.,"['the', 'app', 'isnt', 'working', 'currently.', 'it', 'takes', 'a', 'pin', 'and', 'unable', 'to', 'open', 'the', 'home', 'page.']","['app', 'isnt', 'working', 'currently.', 'takes', 'pin', 'unable', 'open', 'home', 'page.']","['app', 'pin', 'home', 'page']",-0.16666666666666666,0.4666666666666666,negative,0.0,neutral
531df1fd-fa81-4cd8-aaba-ddcc69bf56ba,"I am unable to use the application at this time due to compatibility issues with my device. I would like to point out that I possess a brand new phone manufactured in 2024. Please address this issue, as your customers require a better experience.",1,2025-10-16,2025,10,Awash,Awash Bank,Yonas Behayilu,290,246,Google Play,negative,"i am unable to use the application at this time due to compatibility issues with my device. i would like to point out that i possess a brand new phone manufactured in 2024. please address this issue, as your customers require a better experience.","['i', 'am', 'unable', 'to', 'use', 'the', 'application', 'at', 'this', 'time', 'due', 'to', 'compatibility', 'issues', 'with', 'my', 'device.', 'i', 'would', 'like', 'to', 'point', 'out', 'that', 'i', 'possess', 'a', 'brand', 'new', 'phone', 'manufactured', 'in', '2024.', 'please', 'address', 'this', 'issue,', 'as', 'your', 'customers', 'require', 'a', 'better', 'experience.']","['unable', 'use', 'application', 'time', 'due', 'compatibility', 'issues', 'device.', 'would', 'like', 'point', 'possess', 'brand', 'new', 'phone', 'manufactured', '2024.', 'please', 'address', 'issue,', 'customers', 'require', 'better', 'experience.']","['application', 'time', 'compatibility', 'issues', 'device', 'brand', 'phone', 'issue', 'customers', 'experience']",0.0028409090909090884,0.45738636363636365,neutral,0.7717,positive
b1551b9e-8fdd-4ee1-ac13-1713fbdbacd0,fast app,5,2025-10-16,2025,10,Awash,Awash Bank,Mulusew Hailu,0,8,Google Play,positive,fast app,"['fast', 'app']","['fast', 'app']",['app'],0.2,0.6,positive,0.0,neutral
21af3b1f-1275-4e3a-ba86-979db604ec6c,Awash baankii Hunda galeessa,2,2025-10-16,2025,10,Awash,Awash Bank,Obsaa Daggafaa,1,28,Google Play,negative,awash baankii hunda galeessa,"['awash', 'baankii', 'hunda', 'galeessa']","['awash', 'baankii', 'hunda', 'galeessa']","['Awash', 'galeessa']",0.0,0.0,neutral,0.0,neutral
da62cd58-a8ba-4c48-bf53-285a1c41ed08,Nice app,5,2025-10-16,2025,10,Awash,Awash Bank,Ephrem Nigusie,0,8,Google Play,positive,nice app,"['nice', 'app']","['nice', 'app']",['app'],0.6,1.0,positive,0.4215,positive
cd1d1287-81f6-4f56-b94d-a2aa5186bb5f,wow i liket,5,2025-10-16,2025,10,Awash,Awash Bank,Shumi Shewarga,0,11,Google Play,positive,wow i liket,"['wow', 'i', 'liket']","['wow', 'liket']",['liket'],0.1,1.0,neutral,0.5859,positive
097554d1-26ad-49db-99b7-e7315a31326e,make your life simple,5,2025-10-16,2025,10,Awash,Awash Bank,Mebruk.,0,21,Google Play,positive,make your life simple,"['make', 'your', 'life', 'simple']","['make', 'life', 'simple']",['life'],0.0,0.35714285714285715,neutral,0.0,neutral
e1080415-0e7e-4bda-a9ca-66bd35d4481f,"simple,fast and reliable app also I appreciate awash bank service. my #1 choose bank thank you",5,2025-10-16,2025,10,Awash,Awash Bank,Aman Kasahun,32,94,Google Play,positive,"simple,fast and reliable app also i appreciate awash bank service. my #1 choose bank thank you","['simple,fast', 'and', 'reliable', 'app', 'also', 'i', 'appreciate', 'awash', 'bank', 'service.', 'my', '#1', 'choose', 'bank', 'thank', 'you']","['simple,fast', 'reliable', 'app', 'also', 'appreciate', 'awash', 'bank', 'service.', '#1', 'choose', 'bank', 'thank']","['app', 'awash', 'service', 'bank']",0.0,0.0,neutral,0.6369,positive
491041b8-8061-40a7-b73d-d459179a688a,not compatible to use,1,2025-10-16,2025,10,Awash,Awash Bank,Fikirte Mekonnen,0,21,Google Play,negative,not compatible to use,"['not', 'compatible', 'to', 'use']","['compatible', 'use']",[],0.0,0.0,neutral,0.0,neutral
946c5382-80ed-4e5f-b0d3-eb8ff23ef91d,dont ask update,5,2025-10-15,2025,10,Awash,Awash Bank,Tesfaye Buzayo,1,15,Google Play,positive,dont ask update,"['dont', 'ask', 'update']","['dont', 'ask', 'update']",['update'],0.0,0.0,neutral,0.0,neutral
c00da8ef-0184-460e-86c8-e781858e39d6,shukran,5,2025-10-15,2025,10,Awash,Awash Bank,Anawar bakar,0,7,Google Play,positive,shukran,['shukran'],['shukran'],[],0.0,0.0,neutral,0.0,neutral
